Stats	Level	HP	Attack	Defense	Sp. Attack	Sp. Defense	Speed
Max StatsHindering Nature	Lv. 100	250 - 344	148 - 233	121 - 206	166 - 251	121 - 206	157 - 242
Max StatsNeutral Nature	Lv. 100	250 - 344	165 - 259	135 - 229	185 - 279	135 - 229	175 - 269
Max StatsBeneficial Nature	Lv. 100	250 - 344	181 - 284	148 - 251	203 - 306	148 - 251	192 - 295
Base Stats - Total: 290	Base Stats - Total: 290	50	65	90	35	35	15
Max StatsHindering Nature	Lv. 100	210 - 304	121 - 206	166 - 251	67 - 152	67 - 152	31 - 116
Max StatsNeutral Nature	Lv. 100	210 - 304	135 - 229	185 - 279	75 - 169	75 - 169	35 - 129
Max StatsBeneficial Nature	Lv. 100	210 - 304	148 - 251	203 - 306	82 - 185	82 - 185	38 - 141
Base Stats - Total: 465	Base Stats - Total: 465	75	90	140	60	60	40
Max StatsHindering Nature	Lv. 100	260 - 354	166 - 251	256 - 341	112 - 197	112 - 197	76 - 161
Max StatsNeutral Nature	Lv. 100	260 - 354	185 - 279	285 - 379	125 - 219	125 - 219	85 - 179
Max StatsBeneficial Nature	Lv. 100	260 - 354	203 - 306	313 - 416	137 - 240	137 - 240	93 - 196
Base Stats - Total: 415	Base Stats - Total: 415	100	70	70	65	65	45
Max StatsHindering Nature	Lv. 100	310 - 404	130 - 215	130 - 215	121 - 206	121 - 206	85 - 170
Max StatsNeutral Nature	Lv. 100	310 - 404	145 - 239	145 - 239	135 - 229	135 - 229	95 - 189
Max StatsBeneficial Nature	Lv. 100	310 - 404	159 - 262	159 - 262	148 - 251	148 - 251	104 - 207
Base Stats - Total: 430	Base Stats - Total: 430	65	75	105	35	65	85
Max StatsHindering Nature	Lv. 100	240 - 334	139 - 224	193 - 278	67 - 152	121 - 206	157 - 242
Max StatsNeutral Nature	Lv. 100	240 - 334	155 - 249	215 - 309	75 - 169	135 - 229	175 - 269
Max StatsBeneficial Nature	Lv. 100	240 - 334	170 - 273	236 - 339	82 - 185	148 - 251	192 - 295
Base Stats - Total: 510	Base Stats - Total: 510	75	85	200	55	65	30
Max StatsHindering Nature	Lv. 100	260 - 354	157 - 242	364 - 449	103 - 188	121 - 206	58 - 143
Max StatsNeutral Nature	Lv. 100	260 - 354	175 - 269	405 - 499	115 - 209	135 - 229	65 - 159
Max StatsBeneficial Nature	Lv. 100	260 - 354	192 - 295	445 - 548	126 - 229	148 - 251	71 - 174
Base Stats - Total: 300	Base Stats - Total: 300	60	80	50	40	40	30
Max StatsHindering Nature	Lv. 100	230 - 324	148 - 233	94 - 179	76 - 161	76 - 161	58 - 143
Max StatsNeutral Nature	Lv. 100	230 - 324	165 - 259	105 - 199	85 - 179	85 - 179	65 - 159
Max StatsBeneficial Nature	Lv. 100	230 - 324	181 - 284	115 - 218	93 - 196	93 - 196	71 - 174
Base Stats - Total: 450	Base Stats - Total: 450	90	120	75	60	60	45
Max StatsHindering Nature	Lv. 100	290 - 384	220 - 305	139 - 224	112 - 197	112 - 197	85 - 170
Max StatsNeutral Nature	Lv. 100	290 - 384	245 - 339	155 - 249	125 - 219	125 - 219	95 - 189
Max StatsBeneficial Nature	Lv. 100	290 - 384	269 - 372	170 - 273	137 - 240	137 - 240	104 - 207
Base Stats - Total: 440	Base Stats - Total: 440	65	95	85	55	55	85
Max StatsHindering Nature	Lv. 100	240 - 334	175 - 260	157 - 242	103 - 188	103 - 188	157 - 242
Max StatsNeutral Nature	Lv. 100	240 - 334	195 - 289	175 - 269	115 - 209	115 - 209	175 - 269
Max StatsBeneficial Nature	Lv. 100	240 - 334	214 - 317	192 - 295	126 - 229	126 - 229	192 - 295
Base Stats - Total: 500	Base Stats - Total: 500	70	130	100	55	80	65
Max StatsHindering Nature	Lv. 100	250 - 344	238 - 323	184 - 269	103 - 188	148 - 233	121 - 206
Max StatsNeutral Nature	Lv. 100	250 - 344	265 - 359	205 - 299	115 - 209	165 - 259	135 - 229
Max StatsBeneficial Nature	Lv. 100	250 - 344	291 - 394	225 - 328	126 - 229	181 - 284	148 - 251
Base Stats - Total: 505	Base Stats - Total: 505	20	10	230	10	230	5
Max StatsHindering Nature	Lv. 100	150 - 244	22 - 107	418 - 503	22 - 107	418 - 503	13 - 98
Max StatsNeutral Nature	Lv. 100	150 - 244	25 - 119	465 - 559	25 - 119	465 - 559	15 - 109
Max StatsBeneficial Nature	Lv. 100	150 - 244	27 - 130	511 - 614	27 - 130	511 - 614	16 - 119
Base Stats - Total: 500	Base Stats - Total: 500	80	125	75	40	95	85
Max StatsHindering Nature	Lv. 100	270 - 364	229 - 314	139 - 224	76 - 161	175 - 260	157 - 242
Max StatsNeutral Nature	Lv. 100	270 - 364	255 - 349	155 - 249	85 - 179	195 - 289	175 - 269
Max StatsBeneficial Nature	Lv. 100	270 - 364	280 - 383	170 - 273	93 - 196	214 - 317	192 - 295
Base Stats - Total: 430	Base Stats - Total: 430	55	95	55	35	75	115
Max StatsHindering Nature	Lv. 100	220 - 314	175 - 260	103 - 188	67 - 152	139 - 224	211 - 296
Max StatsNeutral Nature	Lv. 100	220 - 314	195 - 289	115 - 209	75 - 169	155 - 249	235 - 329
Max StatsBeneficial Nature	Lv. 100	220 - 314	214 - 317	126 - 229	82 - 185	170 - 273	258 - 361
Base Stats - Total: 330	Base Stats - Total: 330	60	80	50	50	50	40
Max StatsHindering Nature	Lv. 100	230 - 324	148 - 233	94 - 179	94 - 179	94 - 179	76 - 161
Max StatsNeutral Nature	Lv. 100	230 - 324	165 - 259	105 - 199	105 - 199	105 - 199	85 - 179
Max StatsBeneficial Nature	Lv. 100	230 - 324	181 - 284	115 - 218	115 - 218	115 - 218	93 - 196
Base Stats - Total: 500	Base Stats - Total: 500	90	130	75	75	75	55
Max StatsHindering Nature	Lv. 100	290 - 384	238 - 323	139 - 224	139 - 224	139 - 224	103 - 188
Max StatsNeutral Nature	Lv. 100	290 - 384	265 - 359	155 - 249	155 - 249	155 - 249	115 - 209
Max StatsBeneficial Nature	Lv. 100	290 - 384	291 - 394	170 - 273	170 - 273	170 - 273	126 - 229
Base Stats - Total: 250	Base Stats - Total: 250	40	40	40	70	40	20
Max StatsHindering Nature	Lv. 100	190 - 284	76 - 161	76 - 161	130 - 215	76 - 161	40 - 125
Max StatsNeutral Nature	Lv. 100	190 - 284	85 - 179	85 - 179	145 - 239	85 - 179	45 - 139
Max StatsBeneficial Nature	Lv. 100	190 - 284	93 - 196	93 - 196	159 - 262	93 - 196	49 - 152
Base Stats - Total: 430	Base Stats - Total: 430	60	50	120	90	80	30
Max StatsHindering Nature	Lv. 100	230 - 324	94 - 179	220 - 305	166 - 251	148 - 233	58 - 143
Max StatsNeutral Nature	Lv. 100	230 - 324	105 - 199	245 - 339	185 - 279	165 - 259	65 - 159
Max StatsBeneficial Nature	Lv. 100	230 - 324	115 - 218	269 - 372	203 - 306	181 - 284	71 - 174
Base Stats - Total: 250	Base Stats - Total: 250	50	50	40	30	30	50
Max StatsHindering Nature	Lv. 100	210 - 304	94 - 179	76 - 161	58 - 143	58 - 143	94 - 179
Max StatsNeutral Nature	Lv. 100	210 - 304	105 - 199	85 - 179	65 - 159	65 - 159	105 - 199
Max StatsBeneficial Nature	Lv. 100	210 - 304	115 - 218	93 - 196	71 - 174	71 - 174	115 - 218
Base Stats - Total: 450	Base Stats - Total: 450	100	100	80	60	60	50
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	148 - 233	112 - 197	112 - 197	94 - 179
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	165 - 259	125 - 219	125 - 219	105 - 199
Max StatsBeneficial Nature	Lv. 100	310 - 404	225 - 328	181 - 284	137 - 240	137 - 240	115 - 218
Base Stats - Total: 410	Base Stats - Total: 410	65	55	95	65	95	35
Max StatsHindering Nature	Lv. 100	240 - 334	103 - 188	175 - 260	121 - 206	175 - 260	67 - 152
Max StatsNeutral Nature	Lv. 100	240 - 334	115 - 209	195 - 289	135 - 229	195 - 289	75 - 169
Max StatsBeneficial Nature	Lv. 100	240 - 334	126 - 229	214 - 317	148 - 251	214 - 317	82 - 185
Base Stats - Total: 300	Base Stats - Total: 300	35	65	35	65	35	65
Max StatsHindering Nature	Lv. 100	180 - 274	121 - 206	67 - 152	121 - 206	67 - 152	121 - 206
Max StatsNeutral Nature	Lv. 100	180 - 274	135 - 229	75 - 169	135 - 229	75 - 169	135 - 229
Max StatsBeneficial Nature	Lv. 100	180 - 274	148 - 251	82 - 185	148 - 251	82 - 185	148 - 251
Base Stats - Total: 480	Base Stats - Total: 480	75	105	75	105	75	45
Max StatsHindering Nature	Lv. 100	260 - 354	193 - 278	139 - 224	193 - 278	139 - 224	85 - 170
Max StatsNeutral Nature	Lv. 100	260 - 354	215 - 309	155 - 249	215 - 309	155 - 249	95 - 189
Max StatsBeneficial Nature	Lv. 100	260 - 354	236 - 339	170 - 273	236 - 339	170 - 273	104 - 207
Base Stats - Total: 330	Base Stats - Total: 330	45	55	45	65	45	75
Max StatsHindering Nature	Lv. 100	200 - 294	103 - 188	85 - 170	121 - 206	85 - 170	139 - 224
Max StatsNeutral Nature	Lv. 100	200 - 294	115 - 209	95 - 189	135 - 229	95 - 189	155 - 249
Max StatsBeneficial Nature	Lv. 100	200 - 294	126 - 229	104 - 207	148 - 251	104 - 207	170 - 273
Base Stats - Total: 485	Base Stats - Total: 485	85	40	70	80	140	70
Max StatsHindering Nature	Lv. 100	280 - 374	76 - 161	130 - 215	148 - 233	256 - 341	130 - 215
Max StatsNeutral Nature	Lv. 100	280 - 374	85 - 179	145 - 239	165 - 259	285 - 379	145 - 239
Max StatsBeneficial Nature	Lv. 100	280 - 374	93 - 196	159 - 262	181 - 284	313 - 416	159 - 262
Base Stats - Total: 465	Base Stats - Total: 465	65	80	140	40	70	70
Max StatsHindering Nature	Lv. 100	240 - 334	148 - 233	256 - 341	76 - 161	130 - 215	130 - 215
Max StatsNeutral Nature	Lv. 100	240 - 334	165 - 259	285 - 379	85 - 179	145 - 239	145 - 239
Max StatsBeneficial Nature	Lv. 100	240 - 334	181 - 284	313 - 416	93 - 196	159 - 262	159 - 262
Base Stats - Total: 330	Base Stats - Total: 330	45	60	30	80	50	65
Max StatsHindering Nature	Lv. 100	200 - 294	112 - 197	58 - 143	148 - 233	94 - 179	121 - 206
Max StatsNeutral Nature	Lv. 100	200 - 294	125 - 219	65 - 159	165 - 259	105 - 199	135 - 229
Max StatsBeneficial Nature	Lv. 100	200 - 294	137 - 240	71 - 174	181 - 284	115 - 218	148 - 251
Base Stats - Total: 500	Base Stats - Total: 500	75	90	50	110	80	95
Max StatsHindering Nature	Lv. 100	260 - 354	166 - 251	94 - 179	202 - 287	148 - 233	175 - 260
Max StatsNeutral Nature	Lv. 100	260 - 354	185 - 279	105 - 199	225 - 319	165 - 259	195 - 289
Max StatsBeneficial Nature	Lv. 100	260 - 354	203 - 306	115 - 218	247 - 350	181 - 284	214 - 317
Base Stats - Total: 540	Base Stats - Total: 540	75	95	95	95	95	85
Max StatsHindering Nature	Lv. 100	260 - 354	175 - 260	175 - 260	175 - 260	175 - 260	157 - 242
Max StatsNeutral Nature	Lv. 100	260 - 354	195 - 289	195 - 289	195 - 289	195 - 289	175 - 269
Max StatsBeneficial Nature	Lv. 100	260 - 354	214 - 317	214 - 317	214 - 317	214 - 317	192 - 295
Base Stats - Total: 330	Base Stats - Total: 330	90	60	60	40	40	40
Max StatsHindering Nature	Lv. 100	290 - 384	112 - 197	112 - 197	76 - 161	76 - 161	76 - 161
Max StatsNeutral Nature	Lv. 100	290 - 384	125 - 219	125 - 219	85 - 179	85 - 179	85 - 179
Max StatsBeneficial Nature	Lv. 100	290 - 384	137 - 240	137 - 240	93 - 196	93 - 196	93 - 196
Base Stats - Total: 500	Base Stats - Total: 500	90	120	120	60	60	50
Max StatsHindering Nature	Lv. 100	290 - 384	220 - 305	220 - 305	112 - 197	112 - 197	94 - 179
Max StatsNeutral Nature	Lv. 100	290 - 384	245 - 339	245 - 339	125 - 219	125 - 219	105 - 199
Max StatsBeneficial Nature	Lv. 100	290 - 384	269 - 372	269 - 372	137 - 240	137 - 240	115 - 218
Base Stats - Total: 515	Base Stats - Total: 515	85	80	90	105	95	60
Max StatsHindering Nature	Lv. 100	280 - 374	148 - 233	166 - 251	193 - 278	175 - 260	112 - 197
Max StatsNeutral Nature	Lv. 100	280 - 374	165 - 259	185 - 279	215 - 309	195 - 289	125 - 219
Max StatsBeneficial Nature	Lv. 100	280 - 374	181 - 284	203 - 306	236 - 339	214 - 317	137 - 240
Base Stats - Total: 465	Base Stats - Total: 465	73	95	62	85	65	85
Max StatsHindering Nature	Lv. 100	256 - 350	175 - 260	116 - 200	157 - 242	121 - 206	157 - 242
Max StatsNeutral Nature	Lv. 100	256 - 350	195 - 289	129 - 223	175 - 269	135 - 229	175 - 269
Max StatsBeneficial Nature	Lv. 100	256 - 350	214 - 317	141 - 245	192 - 295	148 - 251	192 - 295
Base Stats - Total: 250	Base Stats - Total: 250	55	20	35	20	45	75
Max StatsHindering Nature	Lv. 100	220 - 314	40 - 125	67 - 152	40 - 125	85 - 170	139 - 224
Max StatsNeutral Nature	Lv. 100	220 - 314	45 - 139	75 - 169	45 - 139	95 - 189	155 - 249
Max StatsBeneficial Nature	Lv. 100	220 - 314	49 - 152	82 - 185	49 - 152	104 - 207	170 - 273
Base Stats - Total: 210	Base Stats - Total: 210	35	35	35	35	35	35
Max StatsHindering Nature	Lv. 100	180 - 274	67 - 152	67 - 152	67 - 152	67 - 152	67 - 152
Max StatsNeutral Nature	Lv. 100	180 - 274	75 - 169	75 - 169	75 - 169	75 - 169	75 - 169
Max StatsBeneficial Nature	Lv. 100	180 - 274	82 - 185	82 - 185	82 - 185	82 - 185	82 - 185
Base Stats - Total: 455	Base Stats - Total: 455	50	95	95	35	110	70
Max StatsHindering Nature	Lv. 100	210 - 304	175 - 260	175 - 260	67 - 152	202 - 287	130 - 215
Max StatsNeutral Nature	Lv. 100	210 - 304	195 - 289	195 - 289	75 - 169	225 - 319	145 - 239
Max StatsBeneficial Nature	Lv. 100	210 - 304	214 - 317	214 - 317	82 - 185	247 - 350	159 - 262
Base Stats - Total: 305	Base Stats - Total: 305	45	30	15	85	65	65
Max StatsHindering Nature	Lv. 100	200 - 294	58 - 143	31 - 116	157 - 242	121 - 206	121 - 206
Max StatsNeutral Nature	Lv. 100	200 - 294	65 - 159	35 - 129	175 - 269	135 - 229	135 - 229
Max StatsBeneficial Nature	Lv. 100	200 - 294	71 - 174	38 - 141	192 - 295	148 - 251	148 - 251
Base Stats - Total: 360	Base Stats - Total: 360	45	63	37	65	55	95
Max StatsHindering Nature	Lv. 100	200 - 294	117 - 202	71 - 155	121 - 206	103 - 188	175 - 260
Max StatsNeutral Nature	Lv. 100	200 - 294	131 - 225	79 - 173	135 - 229	115 - 209	195 - 289
Max StatsBeneficial Nature	Lv. 100	200 - 294	144 - 247	86 - 190	148 - 251	126 - 229	214 - 317
Base Stats - Total: 365	Base Stats - Total: 365	45	75	37	70	55	83
Max StatsHindering Nature	Lv. 100	200 - 294	139 - 224	71 - 155	130 - 215	103 - 188	153 - 238
Max StatsNeutral Nature	Lv. 100	200 - 294	155 - 249	79 - 173	145 - 239	115 - 209	171 - 265
Max StatsBeneficial Nature	Lv. 100	200 - 294	170 - 273	86 - 190	159 - 262	126 - 229	188 - 291
Base Stats - Total: 490	Base Stats - Total: 490	95	80	105	40	70	100
Max StatsHindering Nature	Lv. 100	300 - 394	148 - 233	193 - 278	76 - 161	130 - 215	184 - 269
Max StatsNeutral Nature	Lv. 100	300 - 394	165 - 259	215 - 309	85 - 179	145 - 239	205 - 299
Max StatsBeneficial Nature	Lv. 100	300 - 394	181 - 284	236 - 339	93 - 196	159 - 262	225 - 328
Base Stats - Total: 540	Base Stats - Total: 540	255	10	10	75	135	55
Max StatsHindering Nature	Lv. 100	620 - 714	22 - 107	22 - 107	139 - 224	247 - 332	103 - 188
Max StatsNeutral Nature	Lv. 100	620 - 714	25 - 119	25 - 119	155 - 249	275 - 369	115 - 209
Max StatsBeneficial Nature	Lv. 100	620 - 714	27 - 130	27 - 130	170 - 273	302 - 405	126 - 229
Base Stats - Total: 580	Base Stats - Total: 580	90	85	75	115	100	115
Max StatsHindering Nature	Lv. 100	290 - 384	157 - 242	139 - 224	211 - 296	184 - 269	211 - 296
Max StatsNeutral Nature	Lv. 100	290 - 384	175 - 269	155 - 249	235 - 329	205 - 299	235 - 329
Max StatsBeneficial Nature	Lv. 100	290 - 384	192 - 295	170 - 273	258 - 361	225 - 328	258 - 361
Base Stats - Total: 580	Base Stats - Total: 580	115	115	85	90	75	100
Max StatsHindering Nature	Lv. 100	340 - 434	211 - 296	157 - 242	166 - 251	139 - 224	184 - 269
Max StatsNeutral Nature	Lv. 100	340 - 434	235 - 329	175 - 269	185 - 279	155 - 249	205 - 299
Max StatsBeneficial Nature	Lv. 100	340 - 434	258 - 361	192 - 295	203 - 306	170 - 273	225 - 328
Base Stats - Total: 580	Base Stats - Total: 580	100	75	115	90	115	85
Max StatsHindering Nature	Lv. 100	310 - 404	139 - 224	211 - 296	166 - 251	211 - 296	157 - 242
Max StatsNeutral Nature	Lv. 100	310 - 404	155 - 249	235 - 329	185 - 279	235 - 329	175 - 269
Max StatsBeneficial Nature	Lv. 100	310 - 404	170 - 273	258 - 361	203 - 306	258 - 361	192 - 295
Base Stats - Total: 300	Base Stats - Total: 300	50	64	50	45	50	41
Max StatsHindering Nature	Lv. 100	210 - 304	119 - 204	94 - 179	85 - 170	94 - 179	78 - 162
Max StatsNeutral Nature	Lv. 100	210 - 304	133 - 227	105 - 199	95 - 189	105 - 199	87 - 181
Max StatsBeneficial Nature	Lv. 100	210 - 304	146 - 249	115 - 218	104 - 207	115 - 218	95 - 199
Base Stats - Total: 410	Base Stats - Total: 410	70	84	70	65	70	51
Max StatsHindering Nature	Lv. 100	250 - 344	155 - 240	130 - 215	121 - 206	130 - 215	96 - 180
Max StatsNeutral Nature	Lv. 100	250 - 344	173 - 267	145 - 239	135 - 229	145 - 239	107 - 201
Max StatsBeneficial Nature	Lv. 100	250 - 344	190 - 293	159 - 262	148 - 251	159 - 262	117 - 221
Base Stats - Total: 600	Base Stats - Total: 600	100	134	110	95	100	61
Max StatsHindering Nature	Lv. 100	310 - 404	245 - 330	202 - 287	175 - 260	184 - 269	114 - 198
Max StatsNeutral Nature	Lv. 100	310 - 404	273 - 367	225 - 319	195 - 289	205 - 299	127 - 221
Max StatsBeneficial Nature	Lv. 100	310 - 404	300 - 403	247 - 350	214 - 317	225 - 328	139 - 243
Base Stats - Total: 680	Base Stats - Total: 680	106	90	130	90	154	110
Max StatsHindering Nature	Lv. 100	322 - 416	166 - 251	238 - 323	166 - 251	281 - 366	202 - 287
Max StatsNeutral Nature	Lv. 100	322 - 416	185 - 279	265 - 359	185 - 279	313 - 407	225 - 319
Max StatsBeneficial Nature	Lv. 100	322 - 416	203 - 306	291 - 394	203 - 306	344 - 447	247 - 350
Base Stats - Total: 680	Base Stats - Total: 680	106	130	90	110	154	90
Max StatsHindering Nature	Lv. 100	322 - 416	238 - 323	166 - 251	202 - 287	281 - 366	166 - 251
Max StatsNeutral Nature	Lv. 100	322 - 416	265 - 359	185 - 279	225 - 319	313 - 407	185 - 279
Max StatsBeneficial Nature	Lv. 100	322 - 416	291 - 394	203 - 306	247 - 350	344 - 447	203 - 306
Base Stats - Total: 600	Base Stats - Total: 600	100	100	100	100	100	100
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	184 - 269	184 - 269	184 - 269	184 - 269
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	205 - 299	205 - 299	205 - 299	205 - 299
Max StatsBeneficial Nature	Lv. 100	310 - 404	225 - 328	225 - 328	225 - 328	225 - 328	225 - 328
Base Stats - Total: 310	Base Stats - Total: 310	40	45	35	65	55	70
Max StatsHindering Nature	Lv. 100	190 - 284	85 - 170	67 - 152	121 - 206	103 - 188	130 - 215
Max StatsNeutral Nature	Lv. 100	190 - 284	95 - 189	75 - 169	135 - 229	115 - 209	145 - 239
Max StatsBeneficial Nature	Lv. 100	190 - 284	104 - 207	82 - 185	148 - 251	126 - 229	159 - 262
Base Stats - Total: 405	Base Stats - Total: 405	50	65	45	85	65	95
Max StatsHindering Nature	Lv. 100	210 - 304	121 - 206	85 - 170	157 - 242	121 - 206	175 - 260
Max StatsNeutral Nature	Lv. 100	210 - 304	135 - 229	95 - 189	175 - 269	135 - 229	195 - 289
Max StatsBeneficial Nature	Lv. 100	210 - 304	148 - 251	104 - 207	192 - 295	148 - 251	214 - 317
Base Stats - Total: 530	Base Stats - Total: 530	70	85	65	105	85	120
Max StatsHindering Nature	Lv. 100	250 - 344	157 - 242	121 - 206	193 - 278	157 - 242	220 - 305
Max StatsNeutral Nature	Lv. 100	250 - 344	175 - 269	135 - 229	215 - 309	175 - 269	245 - 339
Max StatsBeneficial Nature	Lv. 100	250 - 344	192 - 295	148 - 251	236 - 339	192 - 295	269 - 372
Base Stats - Total: 310	Base Stats - Total: 310	45	60	40	70	50	45
Max StatsHindering Nature	Lv. 100	200 - 294	112 - 197	76 - 161	130 - 215	94 - 179	85 - 170
Max StatsNeutral Nature	Lv. 100	200 - 294	125 - 219	85 - 179	145 - 239	105 - 199	95 - 189
Max StatsBeneficial Nature	Lv. 100	200 - 294	137 - 240	93 - 196	159 - 262	115 - 218	104 - 207
Base Stats - Total: 405	Base Stats - Total: 405	60	85	60	85	60	55
Max StatsHindering Nature	Lv. 100	230 - 324	157 - 242	112 - 197	157 - 242	112 - 197	103 - 188
Max StatsNeutral Nature	Lv. 100	230 - 324	175 - 269	125 - 219	175 - 269	125 - 219	115 - 209
Max StatsBeneficial Nature	Lv. 100	230 - 324	192 - 295	137 - 240	192 - 295	137 - 240	126 - 229
Base Stats - Total: 530	Base Stats - Total: 530	80	120	70	110	70	80
Max StatsHindering Nature	Lv. 100	270 - 364	220 - 305	130 - 215	202 - 287	130 - 215	148 - 233
Max StatsNeutral Nature	Lv. 100	270 - 364	245 - 339	145 - 239	225 - 319	145 - 239	165 - 259
Max StatsBeneficial Nature	Lv. 100	270 - 364	269 - 372	159 - 262	247 - 350	159 - 262	181 - 284
Base Stats - Total: 310	Base Stats - Total: 310	50	70	50	50	50	40
Max StatsHindering Nature	Lv. 100	210 - 304	130 - 215	94 - 179	94 - 179	94 - 179	76 - 161
Max StatsNeutral Nature	Lv. 100	210 - 304	145 - 239	105 - 199	105 - 199	105 - 199	85 - 179
Max StatsBeneficial Nature	Lv. 100	210 - 304	159 - 262	115 - 218	115 - 218	115 - 218	93 - 196
Base Stats - Total: 405	Base Stats - Total: 405	70	85	70	60	70	50
Max StatsHindering Nature	Lv. 100	250 - 344	157 - 242	130 - 215	112 - 197	130 - 215	94 - 179
Max StatsNeutral Nature	Lv. 100	250 - 344	175 - 269	145 - 239	125 - 219	145 - 239	105 - 199
Max StatsBeneficial Nature	Lv. 100	250 - 344	192 - 295	159 - 262	137 - 240	159 - 262	115 - 218
Base Stats - Total: 535	Base Stats - Total: 535	100	110	90	85	90	60
Max StatsHindering Nature	Lv. 100	310 - 404	202 - 287	166 - 251	157 - 242	166 - 251	112 - 197
Max StatsNeutral Nature	Lv. 100	310 - 404	225 - 319	185 - 279	175 - 269	185 - 279	125 - 219
Max StatsBeneficial Nature	Lv. 100	310 - 404	247 - 350	203 - 306	192 - 295	203 - 306	137 - 240
Base Stats - Total: 220	Base Stats - Total: 220	35	55	35	30	30	35
Max StatsHindering Nature	Lv. 100	180 - 274	103 - 188	67 - 152	58 - 143	58 - 143	67 - 152
Max StatsNeutral Nature	Lv. 100	180 - 274	115 - 209	75 - 169	65 - 159	65 - 159	75 - 169
Max StatsBeneficial Nature	Lv. 100	180 - 274	126 - 229	82 - 185	71 - 174	71 - 174	82 - 185
Base Stats - Total: 420	Base Stats - Total: 420	70	90	70	60	60	70
Max StatsHindering Nature	Lv. 100	250 - 344	166 - 251	130 - 215	112 - 197	112 - 197	130 - 215
Max StatsNeutral Nature	Lv. 100	250 - 344	185 - 279	145 - 239	125 - 219	125 - 219	145 - 239
Max StatsBeneficial Nature	Lv. 100	250 - 344	203 - 306	159 - 262	137 - 240	137 - 240	159 - 262
Base Stats - Total: 240	Base Stats - Total: 240	38	30	41	30	41	60
Max StatsHindering Nature	Lv. 100	186 - 280	58 - 143	78 - 162	58 - 143	78 - 162	112 - 197
Max StatsNeutral Nature	Lv. 100	186 - 280	65 - 159	87 - 181	65 - 159	87 - 181	125 - 219
Max StatsBeneficial Nature	Lv. 100	186 - 280	71 - 174	95 - 199	71 - 174	95 - 199	137 - 240
Base Stats - Total: 420	Base Stats - Total: 420	78	70	61	50	61	100
Max StatsHindering Nature	Lv. 100	266 - 360	130 - 215	114 - 198	94 - 179	114 - 198	184 - 269
Max StatsNeutral Nature	Lv. 100	266 - 360	145 - 239	127 - 221	105 - 199	127 - 221	205 - 299
Max StatsBeneficial Nature	Lv. 100	266 - 360	159 - 262	139 - 243	115 - 218	139 - 243	225 - 328
Base Stats - Total: 195	Base Stats - Total: 195	45	45	35	20	30	20
Max StatsHindering Nature	Lv. 100	200 - 294	85 - 170	67 - 152	40 - 125	58 - 143	40 - 125
Max StatsNeutral Nature	Lv. 100	200 - 294	95 - 189	75 - 169	45 - 139	65 - 159	45 - 139
Max StatsBeneficial Nature	Lv. 100	200 - 294	104 - 207	82 - 185	49 - 152	71 - 174	49 - 152
