0	1
Resistant to:	Fighting  ½×  Poison  ½×  Bug  ½×  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×  Fairy  ½×
Fighting	½×
Poison	½×
Bug	½×
Steel	½×
Fire	½×
Water	½×
Ice	½×
Fairy	½×
Notes: In Generation I, the effectiveness of Bug-type moves is 2×.	Notes: In Generation I, the effectiveness of Bug-type moves is 2×.
Notes:	
In Generation I, the effectiveness of Bug-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Bug	1×
Ghost	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×  Ground  2×  Steel  2×  Water  4×  Grass  4×  Ice  2×	
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  4×  Grass  4×  Ice  2×
Fighting	2×
Ground	2×
Steel	2×
Water	4×
Grass	4×
Ice	2×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Normal  ½×  Flying  ½×  Poison  ¼×  Rock  ½×  Fire  ½×	
Resistant to:	Normal  ½×  Flying  ½×  Poison  ¼×  Rock  ½×  Fire  ½×
Normal	½×
Flying	½×
Poison	¼×
Rock	½×
Fire	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Bug	1×
Ghost	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×  Ground  2×  Steel  2×  Water  4×  Grass  4×  Ice  2×	
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  4×  Grass  4×  Ice  2×
Fighting	2×
Ground	2×
Steel	2×
Water	4×
Grass	4×
Ice	2×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Normal  ½×  Flying  ½×  Poison  ¼×  Rock  ½×  Fire  ½×	
Resistant to:	Normal  ½×  Flying  ½×  Poison  ¼×  Rock  ½×  Fire  ½×
Normal	½×
Flying	½×
Poison	¼×
Rock	½×
Fire	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Bug	1×
Ghost	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×  Ground  2×  Steel  2×  Water  4×  Grass  4×  Ice  2×	
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  4×  Grass  4×  Ice  2×
Fighting	2×
Ground	2×
Steel	2×
Water	4×
Grass	4×
Ice	2×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Normal  ½×  Flying  ½×  Poison  ¼×  Rock  ½×  Fire  ½×	
Resistant to:	Normal  ½×  Flying  ½×  Poison  ¼×  Rock  ½×  Fire  ½×
Normal	½×
Flying	½×
Poison	¼×
Rock	½×
Fire	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ghost  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ghost  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ghost	1×
Electric	1×
Psychic	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Rock  2×  Water  2×	
Weak to:	Ground  2×  Rock  2×  Water  2×
Ground	2×
Rock	2×
Water	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Bug  ½×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Fairy  ½×	
Resistant to:	Bug  ½×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Fairy  ½×
Bug	½×
Steel	½×
Fire	½×
Grass	½×
Ice	½×
Fairy	½×
Notes: If this Pokémon has Flash Fire, the effectiveness of Fire-type moves is 0×. In Generation I, the effectiveness of Ice-type moves is 1×.	Notes: If this Pokémon has Flash Fire, the effectiveness of Fire-type moves is 0×. In Generation I, the effectiveness of Ice-type moves is 1×.
Notes:	
If this Pokémon has Flash Fire, the effectiveness of Fire-type moves is 0×. In Generation I, the effectiveness of Ice-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ghost  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ghost  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ghost	1×
Electric	1×
Psychic	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Rock  2×  Water  2×	
Weak to:	Ground  2×  Rock  2×  Water  2×
Ground	2×
Rock	2×
Water	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Bug  ½×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Fairy  ½×	
Resistant to:	Bug  ½×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Fairy  ½×
Bug	½×
Steel	½×
Fire	½×
Grass	½×
Ice	½×
Fairy	½×
Notes: If this Pokémon has Flash Fire, the effectiveness of Fire-type moves is 0×. In Generation I, the effectiveness of Ice-type moves is 1×.	Notes: If this Pokémon has Flash Fire, the effectiveness of Fire-type moves is 0×. In Generation I, the effectiveness of Ice-type moves is 1×.
Notes:	
If this Pokémon has Flash Fire, the effectiveness of Fire-type moves is 0×. In Generation I, the effectiveness of Ice-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Dragon  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Dragon	1×
Fairy	1×
Weak to:  Bug  2×  Ghost  2×  Grass  2×  Electric  2×  Dark  2×	
Weak to:	Bug  2×  Ghost  2×  Grass  2×  Electric  2×  Dark  2×
Bug	2×
Ghost	2×
Grass	2×
Electric	2×
Dark	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Steel  ½×  Fire  ½×  Water  ½×  Psychic  ½×  Ice  ½×	
Resistant to:	Fighting  ½×  Steel  ½×  Fire  ½×  Water  ½×  Psychic  ½×  Ice  ½×
Fighting	½×
Steel	½×
Fire	½×
Water	½×
Psychic	½×
Ice	½×
Notes: In Generation I, the effectiveness of Ghost-type moves is 0×.	Notes: In Generation I, the effectiveness of Ghost-type moves is 0×.
Notes:	
In Generation I, the effectiveness of Ghost-type moves is 0×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Dragon  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Dragon	1×
Fairy	1×
Weak to:  Bug  2×  Ghost  2×  Grass  2×  Electric  2×  Dark  2×	
Weak to:	Bug  2×  Ghost  2×  Grass  2×  Electric  2×  Dark  2×
Bug	2×
Ghost	2×
Grass	2×
Electric	2×
Dark	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Steel  ½×  Fire  ½×  Water  ½×  Psychic  ½×  Ice  ½×	
Resistant to:	Fighting  ½×  Steel  ½×  Fire  ½×  Water  ½×  Psychic  ½×  Ice  ½×
Fighting	½×
Steel	½×
Fire	½×
Water	½×
Psychic	½×
Ice	½×
Notes: In Generation I, the effectiveness of Ghost-type moves is 0×.	Notes: In Generation I, the effectiveness of Ghost-type moves is 0×.
Notes:	
In Generation I, the effectiveness of Ghost-type moves is 0×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Ghost  1×  Water  1×  Dark  1×	
Damagednormally by:	Ghost  1×  Water  1×  Dark  1×
Ghost	1×
Water	1×
Dark	1×
Weak to:  Fighting  2×  Ground  4×  Fire  2×	
Weak to:	Fighting  2×  Ground  4×  Fire  2×
Fighting	2×
Ground	4×
Fire	2×
Immune to:  Poison  0×	
Immune to:	Poison  0×
Poison	0×
Resistant to:  Normal  ½×  Flying  ¼×  Rock  ½×  Bug  ½×  Steel  ¼×  Grass  ½×  Electric  ½×  Psychic  ½×  Ice  ½×  Dragon  ½×  Fairy  ½×	
Resistant to:	Normal  ½×  Flying  ¼×  Rock  ½×  Bug  ½×  Steel  ¼×  Grass  ½×  Electric  ½×  Psychic  ½×  Ice  ½×  Dragon  ½×  Fairy  ½×
Normal	½×
Flying	¼×
Rock	½×
Bug	½×
Steel	¼×
Grass	½×
Electric	½×
Psychic	½×
Ice	½×
Dragon	½×
Fairy	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. In Generation I, due to being a pure Electric-type , the effectiveness of Ground-type moves is 2×, the effectiveness of Flying-type and Electric-type moves is ½×, and the effectiveness of all other moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was ½×. In Generation II-Generation V, the effectiveness of Ghost-type moves was ½×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. In Generation I, due to being a pure Electric-type , the effectiveness of Ground-type moves is 2×, the effectiveness of Flying-type and Electric-type moves is ½×, and the effectiveness of all other moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was ½×. In Generation II-Generation V, the effectiveness of Ghost-type moves was ½×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. In Generation I, due to being a pure Electric-type , the effectiveness of Ground-type moves is 2×, the effectiveness of Flying-type and Electric-type moves is ½×, and the effectiveness of all other moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was ½×. In Generation II-Generation V, the effectiveness of Ghost-type moves was ½×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Ghost  1×  Water  1×  Dark  1×	
Damagednormally by:	Ghost  1×  Water  1×  Dark  1×
Ghost	1×
Water	1×
Dark	1×
Weak to:  Fighting  2×  Ground  4×  Fire  2×	
Weak to:	Fighting  2×  Ground  4×  Fire  2×
Fighting	2×
Ground	4×
Fire	2×
Immune to:  Poison  0×	
Immune to:	Poison  0×
Poison	0×
Resistant to:  Normal  ½×  Flying  ¼×  Rock  ½×  Bug  ½×  Steel  ¼×  Grass  ½×  Electric  ½×  Psychic  ½×  Ice  ½×  Dragon  ½×  Fairy  ½×	
Resistant to:	Normal  ½×  Flying  ¼×  Rock  ½×  Bug  ½×  Steel  ¼×  Grass  ½×  Electric  ½×  Psychic  ½×  Ice  ½×  Dragon  ½×  Fairy  ½×
Normal	½×
Flying	¼×
Rock	½×
Bug	½×
Steel	¼×
Grass	½×
Electric	½×
Psychic	½×
Ice	½×
Dragon	½×
Fairy	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. In Generation I, due to being a pure Electric-type , the effectiveness of Ground-type moves is 2×, the effectiveness of Flying-type and Electric-type moves is ½×, and the effectiveness of all other moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was ½×. In Generation II-Generation V, the effectiveness of Ghost-type moves was ½×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. In Generation I, due to being a pure Electric-type , the effectiveness of Ground-type moves is 2×, the effectiveness of Flying-type and Electric-type moves is ½×, and the effectiveness of all other moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was ½×. In Generation II-Generation V, the effectiveness of Ghost-type moves was ½×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. In Generation I, due to being a pure Electric-type , the effectiveness of Ground-type moves is 2×, the effectiveness of Flying-type and Electric-type moves is ½×, and the effectiveness of all other moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was ½×. In Generation II-Generation V, the effectiveness of Ghost-type moves was ½×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Steel	1×
Fire	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Rock  2×  Electric  2×  Ice  2×	
Weak to:	Rock  2×  Electric  2×  Ice  2×
Rock	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×  Ghost  0×	
Immune to:	Ground  0×  Ghost  0×
Ground	0×
Ghost	0×
Resistant to:  Bug  ½×  Grass  ½×	
Resistant to:	Bug  ½×  Grass  ½×
Bug	½×
Grass	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Steel	1×
Fire	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Rock  2×  Electric  2×  Ice  2×	
Weak to:	Rock  2×  Electric  2×  Ice  2×
Rock	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×  Ghost  0×	
Immune to:	Ground  0×  Ghost  0×
Ground	0×
Ghost	0×
Resistant to:  Bug  ½×  Grass  ½×	
Resistant to:	Bug  ½×  Grass  ½×
Bug	½×
Grass	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Steel	1×
Fire	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Rock  2×  Electric  2×  Ice  2×	
Weak to:	Rock  2×  Electric  2×  Ice  2×
Rock	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×  Ghost  0×	
Immune to:	Ground  0×  Ghost  0×
Ground	0×
Ghost	0×
Resistant to:  Bug  ½×  Grass  ½×	
Resistant to:	Bug  ½×  Grass  ½×
Bug	½×
Grass	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Ghost	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Grass  2×  Electric  2×	
Weak to:	Grass  2×  Electric  2×
Grass	2×
Electric	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×	
Resistant to:	Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×
Steel	½×
Fire	½×
Water	½×
Ice	½×
Notes: If this Pokémon has Thick Fat, the effectiveness of Fire-type moves is ¼× and the effectiveness of Ice-type moves is ¼×.	Notes: If this Pokémon has Thick Fat, the effectiveness of Fire-type moves is ¼× and the effectiveness of Ice-type moves is ¼×.
