,First_pokemon,Second_pokemon,Winner
13408,Drilbur,Metang,Drilbur
13409,Krabby,Pyroar,Pyroar
13410,Dustox,Bayleef,Dustox
13411,Skiddo,Natu,Natu
13412,Aurorus,Yveltal,Yveltal
13413,Rufflet,Bibarel,Bibarel
13414,Marowak,Bastiodon,Marowak
13415,Mime Jr.,Torchic,Mime Jr.
13416,Swampert,Tangrowth,Swampert
13417,Seviper,Lapras,Seviper
13418,Dunsparce,Wartortle,Wartortle
13419,Ninetales,Swalot,Ninetales
13420,Fletchling,Munna,Fletchling
13421,Cubchoo,Pidgey,Pidgey
13422,Leafeon,Onix,Leafeon
13423,Numel,Alomomola,Alomomola
13424,Bagon,Shedinja,Shedinja
13425,Kingdra,Mienshao,Mienshao
13426,Jumpluff,Arcanine,Jumpluff
13427,Throh,Fennekin,Fennekin
13428,Swanna,Seviper,Swanna
13429,Ekans,Tauros,Tauros
13430,Nuzleaf,Spinda,Spinda
13431,Delphox,Slakoth,Delphox
13432,Aurorus,Espeon,Espeon
13433,Breloom,Chatot,Chatot
13434,Watchog,Meganium,Meganium
13435,Carracosta,Dragonair,Dragonair
13436,Ferroseed,Floatzel,Floatzel
13437,Gible,Riolu,Riolu
13438,Magmar,Slugma,Magmar
13439,Poliwhirl,Jolteon,Jolteon
13440,Vaporeon,Sunkern,Vaporeon
13441,Natu,Flygon,Flygon
13442,Toxicroak,Talonflame,Talonflame
13443,Doduo,Finneon,Doduo
13444,Magmar,Psyduck,Magmar
13445,Squirtle,Articuno,Articuno
13446,Butterfree,Bronzor,Butterfree
13447,Paras,Muk,Muk
13448,Snivy,Caterpie,Snivy
13449,Cacnea,Joltik,Joltik
13450,Panpour,Lapras,Panpour
13451,Simisage,Heatmor,Simisage
13452,Skrelp,Tentacruel,Tentacruel
13453,Furfrou,Vanillite,Furfrou
13454,Cherubi,Heracross,Heracross
13455,Flygon,Spoink,Flygon
13456,Joltik,Weedle,Joltik
13457,Shieldon,Garchomp,Garchomp
13458,Kecleon,Hoppip,Hoppip
13459,Flabébé,Sewaddle,Sewaddle
13460,Dragalge,Silcoon,Dragalge
13461,Thundurus,Volbeat,Thundurus
13462,Sawsbuck,Regirock,Sawsbuck
13463,Spheal,Cryogonal,Cryogonal
13464,Wooper,Illumise,Illumise
13465,Ampharos,Beldum,Ampharos
13466,Bunnelby,Solrock,Solrock
13467,Garbodor,Shiftry,Shiftry
13468,Chimecho,Vibrava,Vibrava
13469,Chimchar,Pansage,Pansage
13470,Piplup,Golbat,Golbat
13471,Glameow,Metagross,Glameow
13472,Steelix,Sunkern,Sunkern
13473,Whimsicott,Croconaw,Whimsicott
13474,Keldeo,Mawile,Keldeo
13475,Metang,Sneasel,Sneasel
13476,Slaking,Ninetales,Ninetales
13477,Shaymin,Bidoof,Shaymin
13478,Kricketot,Spritzee,Kricketot
13479,Rattata,Ampharos,Rattata
13480,Houndoom,Arceus,Arceus
13481,Cacturne,Slowking,Cacturne
13482,Elekid,Durant,Durant
13483,Chandelure,Shelmet,Chandelure
13484,Drifblim,Lapras,Drifblim
13485,Gigalith,Snorlax,Snorlax
13486,Tranquill,Kirlia,Tranquill
13487,Shiftry,Hoopa,Shiftry
13488,Drifblim,Gabite,Gabite
13489,Pupitar,Latios,Latios
13490,Primeape,Castform,Primeape
13491,Piplup,Mankey,Mankey
13492,Shroomish,Metang,Metang
13493,Conkeldurr,Jolteon,Conkeldurr
13494,Barboach,Arcanine,Arcanine
13495,Zekrom,Elekid,Elekid
13496,Weepinbell,Doduo,Doduo
13497,Latias,Carnivine,Latias
13498,Gorebyss,Zorua,Zorua
13499,Serperior,Dodrio,Serperior
13500,Mime Jr.,Trevenant,Mime Jr.
13501,Simipour,Glaceon,Simipour
13502,Psyduck,Phione,Phione
13503,Oddish,Samurott,Samurott
13504,Baltoy,Shelgon,Baltoy
13505,Roserade,Pachirisu,Pachirisu
13506,Litleo,Frogadier,Frogadier
13507,Porygon,Minccino,Minccino
13508,Pangoro,Pansear,Pansear
13509,Bellossom,Flygon,Flygon
13510,Dugtrio,Shroomish,Dugtrio
13511,Cyndaquil,Sharpedo,Sharpedo
13512,Tangrowth,Seaking,Seaking
13513,Seviper,Sunflora,Seviper
13514,Remoraid,Graveler,Remoraid
13515,Munchlax,Oddish,Munchlax
13516,Loudred,Horsea,Horsea
13517,Phanpy,Sudowoodo,Phanpy
13518,Tirtouga,Stantler,Stantler
13519,Minccino,Wooper,Minccino
13520,Dustox,Jolteon,Jolteon
13521,Sealeo,Entei,Entei
13522,Granbull,Barboach,Barboach
13523,Cradily,Wynaut,Cradily
13524,Simipour,Chinchou,Simipour
13525,Gengar,Electivire,Gengar
13526,Yveltal,Chansey,Yveltal
13527,Minccino,Drapion,Drapion
13528,Minccino,Mienfoo,Minccino
13529,Plusle,Pignite,Plusle
13530,Genesect,Gastly,Genesect
13531,Quagsire,Corsola,Corsola
13532,Torkoal,Carracosta,Carracosta
13533,Finneon,Gliscor,Gliscor
13534,Entei,Yanmega,Entei
13535,Swellow,Electivire,Swellow
13536,Heatran,Burmy,Heatran
13537,Growlithe,Skarmory,Skarmory
13538,Rayquaza,Lapras,Rayquaza
13539,Aurorus,Lunatone,Lunatone
13540,Gurdurr,Wailord,Wailord
13541,Electivire,Wooper,Electivire
13542,Milotic,Starmie,Starmie
13543,Munchlax,Shinx,Munchlax
13544,Lileep,Staryu,Staryu
13545,Flaaffy,Meloetta,Meloetta
13546,Frillish,Stoutland,Stoutland
13547,Nuzleaf,Grotle,Nuzleaf
13548,Latias,Quilladin,Latias
13549,Voltorb,Paras,Paras
13550,Braixen,Archen,Braixen
13551,Horsea,Krookodile,Krookodile
13552,Salamence,Aipom,Salamence
13553,Combee,Purugly,Purugly
13554,Regirock,Dragonair,Dragonair
13555,Palpitoad,Hoppip,Hoppip
13556,Roserade,Ludicolo,Roserade
13557,Shelgon,Kabuto,Kabuto
13558,Simisage,Chansey,Simisage
13559,Petilil,Luvdisc,Petilil
13560,Talonflame,Koffing,Talonflame
13561,Gigalith,Simisear,Gigalith
13562,Steelix,Weavile,Weavile
13563,Carbink,Dusclops,Carbink
13564,Wailmer,Latias,Latias
13565,Jirachi,Numel,Jirachi
13566,Manectric,Aegislash,Aegislash
13567,Mismagius,Paras,Mismagius
13568,Eevee,Braixen,Braixen
13569,Vigoroth,Dodrio,Dodrio
13570,Bellsprout,Wynaut,Bellsprout
13571,Herdier,Geodude,Herdier
13572,Regice,Klefki,Klefki
13573,Kakuna,Whismur,Kakuna
13574,Ferroseed,Exploud,Exploud
13575,Ho-oh,Nidoqueen,Ho-oh
13576,Silcoon,Golduck,Golduck
13577,Luxio,Torkoal,Luxio
13578,Vanillish,Spheal,Vanillish
13579,Hoothoot,Cleffa,Hoothoot
13580,Haunter,Binacle,Haunter
13581,Accelgor,Lickilicky,Accelgor
13582,Kangaskhan,Mandibuzz,Kangaskhan
13583,Psyduck,Flabébé,Psyduck
13584,Mime Jr.,Vileplume,Vileplume
13585,Electabuzz,Sunflora,Electabuzz
13586,Dragonite,Chandelure,Chandelure
13587,Sunkern,Weedle,Weedle
13588,Klinklang,Trapinch,Klinklang
13589,Lickilicky,Nuzleaf,Nuzleaf
13590,Ludicolo,Clauncher,Ludicolo
13591,Fletchling,Tranquill,Tranquill
13592,Torkoal,Weezing,Weezing
13593,Bayleef,Gorebyss,Bayleef
13594,Persian,Electrike,Persian
13595,Electrike,Druddigon,Electrike
13596,Larvitar,Starly,Starly
13597,Nincada,Skitty,Skitty
13598,Loudred,Vigoroth,Vigoroth
13599,Dugtrio,Shelgon,Dugtrio
13600,Huntail,Lombre,Huntail
13601,Nidorina,Arbok,Arbok
13602,Buizel,Skarmory,Buizel
13603,Carbink,Slowbro,Carbink
13604,Murkrow,Walrein,Murkrow
13605,Horsea,Sentret,Horsea
13606,Binacle,Tyranitar,Tyranitar
13607,Beautifly,Galvantula,Galvantula
13608,Golurk,Gorebyss,Gorebyss
13609,Drowzee,Vespiquen,Drowzee
13610,Nidoqueen,Crobat,Crobat
13611,Klinklang,Chinchou,Klinklang
13612,Weavile,Nidorino,Weavile
13613,Bastiodon,Axew,Axew
13614,Zygarde,Rhyperior,Zygarde
13615,Rotom,Steelix,Rotom
13616,Butterfree,Scraggy,Butterfree
13617,Lickilicky,Houndour,Houndour
13618,Fearow,Doublade,Fearow
13619,Huntail,Zorua,Zorua
13620,Graveler,Florges,Florges
13621,Dustox,Aegislash,Dustox
13622,Houndour,Nidorino,Nidorino
13623,Golbat,Woobat,Golbat
13624,Mesprit,Throh,Mesprit
13625,Boldore,Golduck,Golduck
13626,Escavalier,Scyther,Escavalier
13627,Deino,Clawitzer,Clawitzer
13628,Espeon,Weepinbell,Espeon
13629,Minccino,Milotic,Milotic
13630,Azelf,Beldum,Azelf
13631,Sableye,Venusaur,Venusaur
13632,Aurorus,Avalugg,Aurorus
13633,Uxie,Hitmonchan,Uxie
13634,Tranquill,Zubat,Tranquill
13635,Floette,Nidoking,Nidoking
13636,Larvitar,Rayquaza,Rayquaza
13637,Parasect,Lumineon,Lumineon
13638,Bergmite,Walrein,Walrein
13639,Gastrodon,Avalugg,Gastrodon
13640,Scraggy,Delibird,Delibird
13641,Granbull,Raticate,Raticate
13642,Chikorita,Manectric,Manectric
13643,Vulpix,Whismur,Vulpix
13644,Swirlix,Yanma,Yanma
13645,Haxorus,Fearow,Fearow
13646,Kricketune,Paras,Kricketune
13647,Celebi,Vivillon,Celebi
13648,Pinsir,Venusaur,Pinsir
13649,Galvantula,Weepinbell,Galvantula
13650,Roggenrola,Zweilous,Zweilous
13651,Ledian,Shuckle,Ledian
13652,Lombre,Dragalge,Lombre
13653,Crawdaunt,Magcargo,Crawdaunt
13654,Skrelp,Nincada,Nincada
13655,Mesprit,Farfetch'd,Mesprit
13656,Shinx,Crobat,Crobat
13657,Shuppet,Gastly,Gastly
13658,Glaceon,Nosepass,Glaceon
13659,Poochyena,Totodile,Totodile
13660,Crawdaunt,Kakuna,Crawdaunt
13661,Miltank,Vigoroth,Miltank
13662,Drowzee,Charmeleon,Charmeleon
13663,Spewpa,Regirock,Regirock
13664,Rhyperior,Quagsire,Rhyperior
13665,Haunter,Infernape,Infernape
13666,Quilladin,Hawlucha,Hawlucha
13667,Psyduck,Karrablast,Karrablast
13668,Pikachu,Honedge,Honedge
13669,Swadloon,Dunsparce,Dunsparce
13670,Sneasel,Pineco,Sneasel
13671,Pawniard,Diancie,Pawniard
13672,Pansear,Whirlipede,Pansear
13673,Krokorok,Skrelp,Krokorok
13674,Solrock,Barbaracle,Solrock
13675,Larvitar,Spiritomb,Larvitar
13676,Infernape,Fletchinder,Infernape
13677,Bergmite,Togekiss,Togekiss
13678,Swellow,Swablu,Swellow
13679,Dialga,Drowzee,Dialga
13680,Fennekin,Tangela,Tangela
13681,Scolipede,Gible,Scolipede
13682,Taillow,Stoutland,Taillow
13683,Scyther,Arcanine,Scyther
13684,Registeel,Tyrunt,Registeel
13685,Metapod,Vespiquen,Vespiquen
13686,Virizion,Delphox,Virizion
13687,Larvitar,Treecko,Treecko
13688,Corsola,Butterfree,Butterfree
13689,Reuniclus,Pansage,Pansage
13690,Talonflame,Sharpedo,Talonflame
13691,Armaldo,Drilbur,Drilbur
13692,Slakoth,Chimecho,Chimecho
13693,Ferrothorn,Tangela,Tangela
13694,Meganium,Scatterbug,Meganium
13695,Spinda,Archen,Archen
13696,Pidove,Beheeyem,Pidove
13697,Persian,Shuckle,Persian
13698,Seadra,Minun,Minun
13699,Doduo,Keldeo,Keldeo
13700,Furfrou,Binacle,Furfrou
13701,Kakuna,Fletchling,Fletchling
13702,Noibat,Ledian,Ledian
13703,Simisage,Lugia,Lugia
13704,Crustle,Hawlucha,Crustle
13705,Tyrunt,Baltoy,Baltoy
13706,Cinccino,Escavalier,Escavalier
13707,Snover,Mime Jr.,Mime Jr.
13708,Mr. Mime,Gloom,Gloom
13709,Butterfree,Spearow,Spearow
13710,Blitzle,Whismur,Blitzle
13711,Fletchinder,Lillipup,Fletchinder
13712,Weezing,Silcoon,Weezing
13713,Shuppet,Raticate,Raticate
13714,Venipede,Lilligant,Lilligant
13715,Amoonguss,Chesnaught,Chesnaught
13716,Floatzel,Minccino,Floatzel
13717,Furfrou,Spiritomb,Spiritomb
13718,Turtwig,Bulbasaur,Bulbasaur
13719,Whimsicott,Mankey,Whimsicott
13720,Beautifly,Squirtle,Beautifly
13721,Sylveon,Quilladin,Sylveon
13722,Snivy,Vaporeon,Vaporeon
13723,Krookodile,Stoutland,Krookodile
13724,Haunter,Ralts,Haunter
13725,Yanma,Lickitung,Yanma
13726,Krookodile,Luxray,Krookodile
13727,Arceus,Machamp,Arceus
13728,Anorith,Weepinbell,Anorith
13729,Jigglypuff,Metagross,Metagross
13730,Bronzong,Gible,Gible
13731,Kirlia,Toxicroak,Toxicroak
13732,Rotom,Krokorok,Krokorok
13733,Hitmonchan,Houndour,Hitmonchan
13734,Froakie,Lileep,Froakie
13735,Gorebyss,Gengar,Gengar
13736,Jirachi,Starly,Jirachi
13737,Wynaut,Furfrou,Furfrou
13738,Emolga,Infernape,Infernape
13739,Fearow,Sudowoodo,Fearow
13740,Frillish,Seel,Seel
13741,Porygon2,Vulpix,Vulpix
13742,Jirachi,Seismitoad,Jirachi
13743,Sunflora,Bellsprout,Bellsprout
13744,Darkrai,Omastar,Darkrai
13745,Bronzong,Nidoqueen,Bronzong
13746,Manaphy,Druddigon,Manaphy
13747,Tangrowth,Lileep,Tangrowth
13748,Drifblim,Lumineon,Lumineon
13749,Skiploom,Electrike,Skiploom
13750,Mismagius,Duskull,Mismagius
13751,Absol,Porygon,Absol
13752,Meloetta,Tynamo,Meloetta
13753,Serperior,Mothim,Serperior
13754,Virizion,Mamoswine,Virizion
13755,Boldore,Giratina,Giratina
13756,Yveltal,Whirlipede,Yveltal
13757,Moltres,Entei,Entei
13758,Sigilyph,Starmie,Starmie
13759,Cinccino,Pumpkaboo,Pumpkaboo
13760,Gothorita,Chimchar,Chimchar
13761,Gorebyss,Doublade,Doublade
13762,Mandibuzz,Snivy,Mandibuzz
13763,Shinx,Finneon,Finneon
13764,Clefable,Drifloon,Drifloon
13765,Shinx,Cacturne,Cacturne
13766,Skiploom,Jumpluff,Jumpluff
13767,Growlithe,Blastoise,Blastoise
13768,Gligar,Aegislash,Gligar
13769,Lileep,Gogoat,Gogoat
13770,Deerling,Crobat,Crobat
13771,Flareon,Clefable,Flareon
13772,Gligar,Quilava,Gligar
13773,Combusken,Hippopotas,Combusken
13774,Floette,Karrablast,Karrablast
13775,Scizor,Pikachu,Pikachu
13776,Gothorita,Krookodile,Krookodile
13777,Togekiss,Seadra,Seadra
13778,Finneon,Roserade,Roserade
13779,Bunnelby,Litleo,Litleo
13780,Milotic,Kadabra,Kadabra
13781,Dragonite,Silcoon,Dragonite
13782,Croagunk,Florges,Florges
13783,Starly,Porygon,Starly
13784,Mienfoo,Machoke,Mienfoo
13785,Quilava,Clauncher,Quilava
13786,Patrat,Wurmple,Patrat
13787,Ponyta,Onix,Ponyta
13788,Sharpedo,Marshtomp,Sharpedo
13789,Dragalge,Starly,Starly
13790,Slurpuff,Dewott,Slurpuff
13791,Sawk,Qwilfish,Qwilfish
13792,Slowpoke,Elgyem,Elgyem
13793,Seviper,Zorua,Zorua
13794,Umbreon,Gyarados,Gyarados
13795,Swablu,Sharpedo,Sharpedo
13796,Dewott,Scyther,Scyther
13797,Venipede,Abomasnow,Abomasnow
13798,Trapinch,Heliolisk,Trapinch
13799,Honedge,Magnezone,Magnezone
13800,Blitzle,Heatmor,Blitzle
13801,Pancham,Crustle,Crustle
13802,Furfrou,Slaking,Furfrou
13803,Drapion,Mismagius,Mismagius
13804,Flabébé,Braviary,Braviary
13805,Altaria,Elgyem,Altaria
13806,Monferno,Haxorus,Haxorus
13807,Manaphy,Tyrogue,Manaphy
13808,Dodrio,Donphan,Dodrio
13809,Dragonite,Skarmory,Dragonite
13810,Glalie,Surskit,Glalie
13811,Alakazam,Sandile,Alakazam
13812,Empoleon,Medicham,Medicham
13813,Sharpedo,Archeops,Archeops
13814,Sigilyph,Meowstic,Meowstic
13815,Tranquill,Roselia,Roselia
13816,Bulbasaur,Chinchou,Chinchou
13817,Phanpy,Chimchar,Chimchar
13818,Swoobat,Crawdaunt,Swoobat
13819,Psyduck,Amaura,Psyduck
13820,Mr. Mime,Flaaffy,Mr. Mime
13821,Scolipede,Ekans,Scolipede
13822,Lilligant,Metang,Lilligant
13823,Klefki,Froslass,Froslass
13824,Goodra,Pangoro,Goodra
13825,Alakazam,Glameow,Alakazam
13826,Scyther,Happiny,Scyther
13827,Ralts,Rattata,Rattata
13828,Pupitar,Jirachi,Jirachi
13829,Bastiodon,Ludicolo,Ludicolo
13830,Mudkip,Shroomish,Mudkip
13831,Furfrou,Larvesta,Furfrou
13832,Sandile,Pidove,Sandile
13833,Purrloin,Wormadam,Purrloin
13834,Toxicroak,Bouffalant,Toxicroak
13835,Electivire,Cubchoo,Electivire
13836,Reshiram,Zekrom,Zekrom
13837,Emboar,Mamoswine,Mamoswine
13838,Mandibuzz,Hitmontop,Mandibuzz
13839,Seedot,Floette,Floette
13840,Metapod,Delphox,Delphox
13841,Ekans,Sealeo,Ekans
13842,Volbeat,Ferroseed,Volbeat
13843,Slowpoke,Gastly,Slowpoke
13844,Shedinja,Hitmonlee,Hitmonlee
13845,Weezing,Sandile,Sandile
13846,Bisharp,Chesnaught,Bisharp
13847,Krabby,Snorunt,Snorunt
13848,Elekid,Shellder,Elekid
13849,Nidoqueen,Klang,Klang
13850,Ampharos,Spearow,Spearow
13851,Staryu,NidoranM,Staryu
13852,Geodude,Floette,Floette
13853,Grovyle,Froslass,Froslass
13854,Fletchling,Houndoom,Houndoom
13855,Teddiursa,Liepard,Liepard
13856,Lampent,Metang,Lampent
13857,Shinx,Infernape,Infernape
13858,Purugly,Corsola,Purugly
13859,Gigalith,Poliwhirl,Poliwhirl
13860,Mime Jr.,Palkia,Mime Jr.
13861,Lilligant,Igglybuff,Lilligant
13862,Phanpy,Magmar,Magmar
13863,Tropius,Lanturn,Lanturn
13864,Cacnea,Piloswine,Piloswine
13865,Relicanth,Lairon,Relicanth
13866,Tornadus,Riolu,Tornadus
13867,Nidorina,Zapdos,Zapdos
13868,Uxie,Archen,Uxie
13869,Horsea,Joltik,Joltik
13870,Bouffalant,Croconaw,Croconaw
13871,Shieldon,Phione,Phione
13872,Taillow,Escavalier,Escavalier
13873,Milotic,Rapidash,Rapidash
13874,Spiritomb,Pancham,Pancham
13875,Chingling,Emboar,Emboar
13876,Kingdra,Zapdos,Zapdos
13877,Diancie,Sentret,Diancie
13878,Elekid,Karrablast,Elekid
13879,Claydol,Terrakion,Terrakion
13880,Bastiodon,Corsola,Corsola
13881,Magmortar,Yveltal,Yveltal
13882,Hoppip,Pangoro,Pangoro
13883,Escavalier,Donphan,Escavalier
13884,Cinccino,Golett,Golett
13885,Vulpix,Starly,Vulpix
13886,Grotle,Dusclops,Grotle
13887,Frillish,Beldum,Frillish
13888,Treecko,Krookodile,Krookodile
13889,Thundurus,Grimer,Thundurus
13890,Zapdos,Larvesta,Zapdos
13891,Garbodor,Inkay,Garbodor
13892,Oshawott,Simisage,Simisage
13893,Kecleon,Zorua,Zorua
13894,Smoochum,Magby,Magby
13895,Bonsly,Sewaddle,Bonsly
13896,Combee,Darumaka,Darumaka
13897,Cranidos,Dewgong,Dewgong
13898,Misdreavus,Yanma,Yanma
13899,Milotic,Garbodor,Milotic
13900,Meowth,Conkeldurr,Conkeldurr
13901,Electabuzz,Basculin,Electabuzz
13902,Camerupt,Jirachi,Jirachi
13903,Spinda,Dodrio,Dodrio
13904,Torterra,Sylveon,Sylveon
13905,Drilbur,Carnivine,Drilbur
13906,Sentret,Gliscor,Gliscor
13907,Psyduck,Bibarel,Bibarel
13908,Slugma,Ponyta,Ponyta
13909,Ledyba,Machoke,Ledyba
13910,Charmander,Bergmite,Charmander
13911,Nidoqueen,Aggron,Aggron
13912,Jigglypuff,Vanillish,Vanillish
13913,Cubone,Mismagius,Mismagius
13914,Vanilluxe,Slowking,Vanilluxe
13915,Scyther,Karrablast,Scyther
13916,Meowth,Zebstrika,Zebstrika
13917,NidoranM,Pichu,Pichu
13918,Nidoking,Sylveon,Nidoking
13919,Golbat,Pangoro,Golbat
13920,Gabite,Mantyke,Mantyke
13921,Delibird,Helioptile,Delibird
13922,Slaking,Rufflet,Slaking
13923,Lanturn,Buizel,Buizel
13924,Piplup,Buneary,Buneary
13925,Boldore,Baltoy,Baltoy
13926,Fennekin,Xerneas,Xerneas
13927,Cryogonal,Quilava,Cryogonal
13928,Sylveon,Palpitoad,Palpitoad
13929,Skitty,Quilava,Quilava
13930,Bunnelby,Dunsparce,Bunnelby
13931,Victini,Shinx,Victini
13932,Elekid,Mightyena,Elekid
13933,Trevenant,Electivire,Electivire
13934,Buizel,Electrike,Buizel
13935,Hitmonchan,Crustle,Hitmonchan
13936,Krokorok,Sawk,Sawk
13937,Fraxure,Krokorok,Krokorok
13938,Cleffa,Venomoth,Venomoth
13939,Entei,Lombre,Entei
13940,Exeggcute,Abra,Exeggcute
13941,Klefki,Makuhita,Klefki
13942,Regigigas,Xerneas,Regigigas
13943,Luxray,Chimecho,Luxray
13944,Roggenrola,Aerodactyl,Aerodactyl
13945,Deino,Latias,Latias
13946,Slakoth,Delcatty,Delcatty
13947,Spearow,Ambipom,Ambipom
13948,Goldeen,Heatmor,Heatmor
13949,Shieldon,Beheeyem,Beheeyem
13950,Bulbasaur,Exeggutor,Exeggutor
13951,Claydol,Pichu,Claydol
13952,Snivy,Yanma,Yanma
13953,Totodile,Carvanha,Carvanha
13954,Machop,Pachirisu,Pachirisu
13955,Meowth,Remoraid,Meowth
13956,Kecleon,Riolu,Riolu
13957,Krokorok,NidoranM,Krokorok
13958,Liepard,Petilil,Liepard
13959,Beldum,Cradily,Cradily
13960,Tepig,Mewtwo,Mewtwo
13961,Masquerain,Grimer,Masquerain
13962,Lombre,Tauros,Tauros
13963,Flaaffy,Mesprit,Mesprit
13964,Mamoswine,Kabuto,Mamoswine
13965,Glaceon,Cryogonal,Cryogonal
13966,Pansage,Charmander,Charmander
13967,Axew,Swampert,Swampert
13968,Poliwrath,Spheal,Poliwrath
13969,Pangoro,Girafarig,Pangoro
13970,Scraggy,Diglett,Scraggy
13971,Whimsicott,Leavanny,Whimsicott
13972,Remoraid,Parasect,Remoraid
13973,Timburr,Ho-oh,Ho-oh
13974,Omanyte,Grovyle,Grovyle
13975,Ledyba,Latios,Latios
13976,Diggersby,Golurk,Diggersby
13977,Nincada,Houndour,Houndour
13978,Kyurem,Hoppip,Kyurem
13979,Slakoth,Pidove,Pidove
13980,Croconaw,Aerodactyl,Aerodactyl
13981,Scraggy,Mudkip,Scraggy
13982,Omastar,Lilligant,Lilligant
13983,Escavalier,Kricketot,Escavalier
13984,Combusken,Arcanine,Arcanine
13985,Seedot,Ledian,Ledian
13986,Shellder,Kyogre,Kyogre
13987,Natu,Nincada,Natu
13988,Vullaby,Gogoat,Gogoat
13989,Drapion,Buneary,Drapion
13990,Clawitzer,Linoone,Linoone
13991,Rotom,Musharna,Musharna
13992,Vibrava,Parasect,Vibrava
13993,Oddish,Tentacruel,Tentacruel
13994,Mightyena,Slowpoke,Mightyena
13995,Munchlax,Froslass,Froslass
13996,Skiddo,Hawlucha,Hawlucha
13997,Pinsir,Flabébé,Pinsir
13998,Whirlipede,Walrein,Walrein
13999,Wailord,Dragonite,Dragonite
14000,Roserade,Ninjask,Ninjask
14001,Hitmonchan,Cleffa,Hitmonchan
14002,Kadabra,Scraggy,Scraggy
14003,Crustle,Gyarados,Gyarados
14004,Galvantula,Hippopotas,Galvantula
14005,Mamoswine,Gliscor,Gliscor
14006,Taillow,Geodude,Taillow
14007,Taillow,Kirlia,Taillow
14008,Igglybuff,Throh,Throh
14009,Skiddo,Escavalier,Escavalier
14010,Lotad,Azumarill,Azumarill
14011,Litwick,Anorith,Anorith
14012,Gastly,Unown,Gastly
14013,Doduo,Corsola,Doduo
14014,Treecko,Sunflora,Treecko
14015,Bellsprout,Happiny,Bellsprout
14016,Mothim,Ponyta,Ponyta
14017,Meditite,Pichu,Pichu
14018,Malamar,Swampert,Malamar
14019,Aggron,Quilava,Quilava
14020,Meloetta,Marill,Meloetta
14021,Dodrio,Poliwhirl,Dodrio
14022,Clamperl,Greninja,Greninja
14023,Dragalge,Rayquaza,Rayquaza
14024,Sewaddle,Tyranitar,Tyranitar
14025,Haunter,Kricketune,Haunter
14026,Hitmonchan,Venipede,Hitmonchan
14027,Altaria,Zekrom,Zekrom
14028,Marshtomp,Chandelure,Chandelure
14029,Spiritomb,Blaziken,Blaziken
14030,Snivy,Golem,Snivy
14031,Cleffa,Litwick,Litwick
14032,Marowak,Mesprit,Mesprit
14033,Tympole,Pachirisu,Pachirisu
14034,Volbeat,Entei,Entei
14035,Cubone,Phantump,Phantump
14036,Wailord,Hitmonlee,Hitmonlee
14037,Darkrai,Buizel,Darkrai
14038,Chespin,Uxie,Uxie
14039,Omanyte,Sunflora,Omanyte
14040,Virizion,Regice,Virizion
14041,Burmy,Makuhita,Burmy
14042,Poliwhirl,Grumpig,Poliwhirl
14043,Munna,Diggersby,Diggersby
14044,Octillery,Clefable,Clefable
14045,Palkia,Cloyster,Palkia
14046,Petilil,Chandelure,Chandelure
14047,Torterra,Shroomish,Torterra
14048,Trapinch,Altaria,Altaria
14049,Exploud,Noctowl,Noctowl
14050,Graveler,Sceptile,Sceptile
14051,Goodra,Pansage,Goodra
14052,Gloom,Pachirisu,Pachirisu
14053,Tranquill,Charizard,Charizard
14054,Cottonee,Alakazam,Alakazam
14055,Groudon,Quilladin,Groudon
14056,Honedge,Mamoswine,Mamoswine
14057,Camerupt,Croconaw,Croconaw
14058,Beedrill,Infernape,Infernape
14059,Meditite,Loudred,Meditite
14060,Meditite,Quagsire,Meditite
14061,Zorua,Stantler,Stantler
14062,Chikorita,Nidoqueen,Nidoqueen
14063,Timburr,Spheal,Timburr
14064,Swinub,Litleo,Litleo
14065,Dugtrio,Gothitelle,Dugtrio
14066,Sealeo,Walrein,Walrein
14067,Mightyena,Loudred,Mightyena
14068,Vulpix,Relicanth,Vulpix
14069,Grimer,Bidoof,Bidoof
14070,Scyther,Skrelp,Scyther
14071,Yamask,Greninja,Greninja
14072,Plusle,Bergmite,Plusle
14073,Weavile,Ludicolo,Weavile
14074,Bunnelby,Regice,Bunnelby
14075,Manectric,Watchog,Manectric
14076,Ampharos,Golem,Ampharos
14077,Espeon,Hitmonchan,Espeon
14078,Qwilfish,Venusaur,Qwilfish
14079,Wynaut,Gengar,Gengar
14080,Archen,Dialga,Dialga
14081,Mudkip,Togepi,Mudkip
14082,Rattata,Simipour,Simipour
14083,Camerupt,Slowpoke,Camerupt
14084,Crustle,Terrakion,Terrakion
14085,Moltres,Kricketot,Moltres
14086,Genesect,Wartortle,Genesect
14087,Deino,Lucario,Lucario
14088,Spritzee,Grimer,Grimer
14089,Pignite,Wurmple,Pignite
14090,Mewtwo,Marill,Mewtwo
14091,Hypno,Stunky,Stunky
14092,Volcanion,Sawsbuck,Sawsbuck
14093,Raikou,Heliolisk,Raikou
14094,Ducklett,Talonflame,Talonflame
14095,Tauros,Rampardos,Tauros
14096,Empoleon,Throh,Empoleon
14097,Mantine,Lanturn,Mantine
14098,Lunatone,Unown,Lunatone
14099,Frogadier,Carracosta,Frogadier
14100,Clefable,Combee,Combee
14101,Cinccino,Galvantula,Cinccino
14102,Qwilfish,Golem,Qwilfish
14103,Spiritomb,Ponyta,Ponyta
14104,Natu,Furfrou,Furfrou
14105,Trevenant,Torkoal,Trevenant
